src,rel,dst,evidence_span,evidence_text,confidence
Article 108,CONTAINS,Article 108(6),,,1.0
Article 111,CONTAINS,Article 111(1),,,1.0
Article 111,CONTAINS,Article 111(2),,,1.0
Article 111,CONTAINS,Article 111(3),,,1.0
Article 111,CONTAINS,Article 111(58),,,1.0
Article 112,CONTAINS,Article 112(1),,,1.0
Article 112,CONTAINS,Article 112(2),,,1.0
Article 112,CONTAINS,Article 112(3),,,1.0
Article 112,CONTAINS,Article 112(4),,,1.0
Article 112,CONTAINS,Article 112(5),,,1.0
Article 112,CONTAINS,Article 112(6),,,1.0
Article 112,CONTAINS,Article 112(7),,,1.0
Article 112,CONTAINS,Article 112(8),,,1.0
Article 112,CONTAINS,Article 112(9),,,1.0
Article 112,CONTAINS,Article 112(10),,,1.0
Article 112,CONTAINS,Article 112(11),,,1.0
Article 112,CONTAINS,Article 112(12),,,1.0
Article 112,CONTAINS,Article 112(13),,,1.0
Article 49,CONTAINS,Article 49(6),,,1.0
Article 49,CONTAINS,Article 49(7),,,1.0
Article 49,CONTAINS,Article 49(8),,,1.0
Article 49,CONTAINS,Article 49(9),,,1.0
Article 49,CONTAINS,Article 49(10),,,1.0
Article 49,CONTAINS,Article 49(11),,,1.0
Article 49,CONTAINS,Article 49(12),,,1.0
Article 49,CONTAINS,Article 49(13),,,1.0
Article 2(2),REFERS_TO,Article 6,Article 6(1),classified as high-risk AI systems in accordance with Article 6(1) related to products covered by the Union harmonisatio,1.0
Article 2(2),REFERS_TO,ANNEX I,Annex I,"Union harmonisation legislation listed in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112",1.0
Article 2(2),REFERS_TO,Article 102,Articles 102 to 109,"isted in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in",1.0
Article 2(2),REFERS_TO,Article 103,Articles 102 to 109,"isted in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in",1.0
Article 2(2),REFERS_TO,Article 104,Articles 102 to 109,"isted in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in",1.0
Article 2(2),REFERS_TO,Article 105,Articles 102 to 109,"isted in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in",1.0
Article 2(2),REFERS_TO,Article 106,Articles 102 to 109,"isted in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in",1.0
Article 2(2),REFERS_TO,Article 107,Articles 102 to 109,"isted in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in",1.0
Article 2(2),REFERS_TO,Article 108,Articles 102 to 109,"isted in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in",1.0
Article 2(2),REFERS_TO,Article 109,Articles 102 to 109,"isted in Section B of Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in",1.0
Article 2(2),REFERS_TO,Article 112,Article 112,"f Annex I, only Article 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in so far as the requir",1.0
Article 2(2),REFERS_TO,Article 57,Article 57,"ticle 6(1), Articles 102 to 109 and Article 112 apply. Article 57 applies only in so far as the requirements for high-ri",1.0
Article 2(7),REFERS_TO,Article 10,Article 10(5),"18/1725, or Directive 2002/58/EC or (EU) 2016/680, without prejudice to Article 10(5) and Article 59 of this Regulation.",1.0
Article 2(7),REFERS_TO,Article 59,Article 59,"18/1725, or Directive 2002/58/EC or (EU) 2016/680, without prejudice to Article 10(5) and Article 59 of this Regulation.",1.0
Article 2(12),REFERS_TO,Article 5,Article 5,re placed on the market or put into service as high-risk AI systems or as an AI system that falls under Article 5 or 50.,1.0
Article 3(27),REFERS_TO,Article 2,Article 2(1),"harmonised standard’ means a harmonised standard as defined in Article 2(1), point (c), of Regulation (EU) No 1025/2012;",1.0
Article 3(28),REFERS_TO,Article 2,Article 2,"means a set of technical specifications as defined in Article 2, point (4) of Regulation (EU) No 1025/2012, providing m",1.0
Article 3(37),REFERS_TO,Article 9,Article 9(1),"means the categories of personal data referred to in Article 9(1) of Regulation (EU) 2016/679, Article 10 of Directive",1.0
Article 3(37),REFERS_TO,Article 10,Article 10,"ferred to in Article 9(1) of Regulation (EU) 2016/679, Article 10 of Directive (EU) 2016/680 and Article 10(1) of Regula",1.0
Article 3(50),REFERS_TO,Article 4,Article 4,"‘personal data’ means personal data as defined in Article 4, point (1), of Regulation (EU) 2016/679;",1.0
Article 3(51),REFERS_TO,Article 4,Article 4,"‘non-personal data’ means data other than personal data as defined in Article 4, point (1), of Regulation (EU) 2016/679;",1.0
Article 3(52),REFERS_TO,Article 4,Article 4,"‘profiling’ means profiling as defined in Article 4, point (4), of Regulation (EU) 2016/679;",1.0
Article 3(57),REFERS_TO,Article 57,Article 57,"ice within the meaning of this Regulation, provided that all the conditions laid down in Article 57 or 60 are fulfilled;",1.0
Article 3(62),REFERS_TO,Article 2,Article 2,"‘critical infrastructure’ means critical infrastructure as defined in Article 2, point (4), of Directive (EU) 2022/2557;",1.0
Article 5(1),REFERS_TO,ANNEX II,Annex II,xecuting a criminal penalty for offences referred to in Annex II and punishable in the Member State concerned by a custo,1.0
Article 5(1),REFERS_TO,Article 9,Article 9,(h) of the first subparagraph is without prejudice to Article 9 of Regulation (EU) 2016/679 for the processing of biome,1.0
Article 5(2),REFERS_TO,Article 27,Article 27,undamental rights impact assessment as provided for in Article 27 and has registered the system in the EU database accor,1.0
Article 5(2),REFERS_TO,Article 49,Article 49,"registered the system in the EU database according to Article 49. However, in duly justified cases of urgency, the use",1.0
Article 6(1),REFERS_TO,ANNEX I,Annex I,overed by the Union harmonisation legislation listed in Annex I; (b) the product whose safety component pursuant to poin,1.0
Article 6(2),REFERS_TO,ANNEX III,Annex III,"igh-risk AI systems referred to in paragraph 1, AI systems referred to in Annex III shall be considered to be high-risk.",1.0
Article 6(3),REFERS_TO,ANNEX III,Annex III,"rogation from paragraph 2, an AI system referred to in Annex III shall not be considered to be high-risk where it does n",1.0
Article 6(4),REFERS_TO,ANNEX III,Annex III,rovider who considers that an AI system referred to in Annex III is not high-risk shall document its assessment before t,1.0
Article 6(4),REFERS_TO,Article 49,Article 49(2),"be subject to the registration obligation set out in Article 49(2). Upon request of national competent authorities, the",1.0
Article 6(5),REFERS_TO,Article 96,Article 96,practical implementation of this Article in line with Article 96 together with a comprehensive list of practical exampl,1.0
Article 6(6),REFERS_TO,Article 97,Article 97,"s empowered to adopt delegated acts in accordance with Article 97 in order to amend paragraph 3, second subparagraph, of",1.0
Article 6(6),REFERS_TO,ANNEX III,Annex III,"e existence of AI systems that fall under the scope of Annex III, but do not pose a significant risk of harm to the heal",1.0
Article 6(7),REFERS_TO,Article 97,Article 97,"mmission shall adopt delegated acts in accordance with Article 97 in order to amend paragraph 3, second subparagraph, of",1.0
Article 6(8),REFERS_TO,Article 7,Article 7(1),"nsistency with the delegated acts adopted pursuant to Article 7(1), and take account of market and technological develop",1.0
Article 7,REFERS_TO,ANNEX III,Annex III,Amendments to Annex III,1.0
Article 7(1),REFERS_TO,Article 97,Article 97,s empowered to adopt delegated acts in accordance with Article 97 to amend Annex III by adding or modifying use-cases of,1.0
Article 7(1),REFERS_TO,ANNEX III,Annex III,delegated acts in accordance with Article 97 to amend Annex III by adding or modifying use-cases of high-risk AI system,1.0
Article 7(3),REFERS_TO,Article 97,Article 97,s empowered to adopt delegated acts in accordance with Article 97 to amend the list in Annex III by removing high-risk A,1.0
Article 7(3),REFERS_TO,ANNEX III,Annex III,cts in accordance with Article 97 to amend the list in Annex III by removing high-risk AI systems where both of the foll,1.0
Article 8(1),REFERS_TO,Article 9,Article 9,echnologies. The risk management system referred to in Article 9 shall be taken into account when ensuring compliance wi,1.0
Article 8(2),REFERS_TO,ANNEX I,Annex I,"Union harmonisation legislation listed in Section A of Annex I apply, providers shall be responsible for ensuring that",1.0
Article 9(2),REFERS_TO,Article 72,Article 72,from the post-market monitoring system referred to in Article 72; (d) the adoption of appropriate and targeted risk man,1.0
Article 9(5),REFERS_TO,Article 13,Article 13,"ted; (c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers. With a",1.0
Article 9(7),REFERS_TO,Article 60,Article 60,Testing procedures may include testing in real-world conditions in accordance with Article 60.,1.0
Article 11(1),REFERS_TO,ANNEX IV,Annex IV,"It shall contain, at a minimum, the elements set out in Annex IV. SMEs, including start-ups, may provide the elements of",1.0
Article 11(2),REFERS_TO,ANNEX I,Annex I,"Union harmonisation legislation listed in Section A of Annex I is placed on the market or put into service, a single se",1.0
Article 11(3),REFERS_TO,Article 97,Article 97,"s empowered to adopt delegated acts in accordance with Article 97 in order to amend Annex IV, where necessary, to ensure",1.0
Article 11(3),REFERS_TO,ANNEX IV,Annex IV,"ed acts in accordance with Article 97 in order to amend Annex IV, where necessary, to ensure that, in light of technical",1.0
Article 12(2),REFERS_TO,Article 79,Article 79(1),sk AI system presenting a risk within the meaning of Article 79(1) or in a substantial modification; (b) facilitating th,1.0
Article 12(2),REFERS_TO,Article 72,Article 72,facilitating the post-market monitoring referred to in Article 72; and (c) monitoring the operation of high-risk AI syst,1.0
Article 12(2),REFERS_TO,Article 26,Article 26(5),toring referred to in Article 72; and (c) monitoring the operation of high-risk AI systems referred to in Article 26(5).,1.0
Article 12(3),REFERS_TO,ANNEX III,Annex III,"or high-risk AI systems referred to in point 1 (a), of Annex III, the logging capabilities shall provide, at a minimum:",1.0
Article 12(3),REFERS_TO,Article 14,Article 14(5),"the identification of the natural persons involved in the verification of the results, as referred to in Article 14(5).",1.0
Article 13(3),REFERS_TO,Article 15,Article 15,"s metrics, robustness and cybersecurity referred to in Article 15 against which the high-risk AI system has been tested",1.0
Article 13(3),REFERS_TO,Article 9,Article 9(2),"ealth and safety or fundamental rights referred to in Article 9(2); (iv) where applicable, the technical capabilities an",1.0
Article 13(3),REFERS_TO,Article 14,Article 14,"f any; (d) the human oversight measures referred to in Article 14, including the technical measures put in place to faci",1.0
Article 13(3),REFERS_TO,Article 12,Article 12,"gh-risk AI system that allows deployers to properly collect, store and interpret the logs in accordance with Article 12.",1.0
Article 14(5),REFERS_TO,ANNEX III,Annex III,"For high-risk AI systems referred to in point 1(a) of Annex III, the measures referred to in paragraph 3 of this Article",1.0
Article 16,REFERS_TO,Article 17,Article 17,quality management system in place which complies with Article 17; (d) keep the documentation referred to in Article 18;,1.0
Article 16,REFERS_TO,Article 18,Article 18,"Article 17; (d) keep the documentation referred to in Article 18; (e) when under their control, keep the logs automatic",1.0
Article 16,REFERS_TO,Article 19,Article 19,erated by their high-risk AI systems as referred to in Article 19; (f) ensure that the high-risk AI system undergoes the,1.0
Article 16,REFERS_TO,Article 43,Article 43,"vant conformity assessment procedure as referred to in Article 43, prior to its being placed on the market or put into s",1.0
Article 16,REFERS_TO,Article 47,Article 47,up an EU declaration of conformity in accordance with Article 47; (h) affix the CE marking to the high-risk AI system o,1.0
Article 16,REFERS_TO,Article 48,Article 48,"te conformity with this Regulation, in accordance with Article 48; (i) comply with the registration obligations referred",1.0
Article 16,REFERS_TO,Article 49,Article 49(1),ply with the registration obligations referred to in Article 49(1); (j) take the necessary corrective actions and provid,1.0
Article 16,REFERS_TO,Article 20,Article 20,rective actions and provide information as required in Article 20; (k) upon a reasoned request of a national competent a,1.0
Article 17(1),REFERS_TO,Article 9,Article 9,"systems; (g) the risk management system referred to in Article 9; (h) the setting-up, implementation and maintenance of",1.0
Article 17(1),REFERS_TO,Article 72,Article 72,"of a post-market monitoring system, in accordance with Article 72; (i) procedures related to the reporting of a serious",1.0
Article 17(1),REFERS_TO,Article 73,Article 73,the reporting of a serious incident in accordance with Article 73; (j) the handling of communication with national compe,1.0
Article 17(4),REFERS_TO,Article 40,Article 40,"ion financial services law. To that end, any harmonised standards referred to in Article 40 shall be taken into account.",1.0
Article 18(1),REFERS_TO,Article 11,Article 11,rities: (a) the technical documentation referred to in Article 11; (b) the documentation concerning the quality manageme,1.0
Article 18(1),REFERS_TO,Article 17,Article 17,oncerning the quality management system referred to in Article 17; (c) the documentation concerning the changes approved,1.0
Article 18(1),REFERS_TO,Article 47,Article 47,"cuments issued by the notified bodies, where applicable; (e) the EU declaration of conformity referred to in Article 47.",1.0
Article 19(1),REFERS_TO,Article 12,Article 12(1),"h-risk AI systems shall keep the logs referred to in Article 12(1), automatically generated by their high-risk AI system",1.0
Article 20(2),REFERS_TO,Article 79,Article 79(1),"risk AI system presents a risk within the meaning of Article 79(1) and the provider becomes aware of that risk, it shall",1.0
Article 20(2),REFERS_TO,Article 44,Article 44,"ficate for that high-risk AI system in accordance with Article 44, in particular, of the nature of the non-compliance an",1.0
Article 21(2),REFERS_TO,Article 12,Article 12(1),"generated logs of the high-risk AI system referred to in Article 12(1), to the extent such logs are under their control.",1.0
Article 21(3),REFERS_TO,Article 78,Article 78,rity pursuant to this Article shall be treated in accordance with the confidentiality obligations set out in Article 78.,1.0
Article 22(3),REFERS_TO,Article 47,Article 47,y that the EU declaration of conformity referred to in Article 47 and the technical documentation referred to in Article,1.0
Article 22(3),REFERS_TO,Article 11,Article 11,icle 47 and the technical documentation referred to in Article 11 have been drawn up and that an appropriate conformity,1.0
Article 22(3),REFERS_TO,Article 74,Article 74(10),"es and national authorities or bodies referred to in Article 74(10), for a period of 10 years after the high-risk AI sys",1.0
Article 22(3),REFERS_TO,Article 12,Article 12(1),"n 2, including access to the logs, as referred to in Article 12(1), automatically generated by the high-risk AI system,",1.0
Article 22(3),REFERS_TO,Article 49,Article 49(1),"ply with the registration obligations referred to in Article 49(1), or, if the registration is carried out by the provid",1.0
Article 22(3),REFERS_TO,ANNEX VIII,Annex VIII,the information referred to in point 3 of Section A of Annex VIII is correct. The mandate shall empower the authorised r,1.0
Article 23(1),REFERS_TO,Article 43,Article 43,elevant conformity assessment procedure referred to in Article 43 has been carried out by the provider of the high-risk,1.0
Article 23(1),REFERS_TO,Article 11,Article 11,rawn up the technical documentation in accordance with Article 11 and Annex IV; (c) the system bears the required CE mar,1.0
Article 23(1),REFERS_TO,ANNEX IV,Annex IV,chnical documentation in accordance with Article 11 and Annex IV; (c) the system bears the required CE marking and is ac,1.0
Article 23(1),REFERS_TO,Article 47,Article 47,ied by the EU declaration of conformity referred to in Article 47 and instructions for use; (d) the provider has appoint,1.0
Article 23(1),REFERS_TO,Article 22,Article 22(1),and instructions for use; (d) the provider has appointed an authorised representative in accordance with Article 22(1).,1.0
Article 23(2),REFERS_TO,Article 79,Article 79(1),"risk AI system presents a risk within the meaning of Article 79(1), the importer shall inform the provider of the system",1.0
Article 23(5),REFERS_TO,Article 47,Article 47,"body, where applicable, of the instructions for use, and of the EU declaration of conformity referred to in Article 47.",1.0
Article 24(1),REFERS_TO,Article 47,Article 47,"opy of the EU declaration of conformity referred to in Article 47 and instructions for use, and that the provider and th",1.0
Article 24(1),REFERS_TO,Article 16,Article 16,"cable, have complied with their respective obligations as laid down in Article 16, points (b) and (c) and Article 23(3).",1.0
Article 24(1),REFERS_TO,Article 23,Article 23(3),"cable, have complied with their respective obligations as laid down in Article 16, points (b) and (c) and Article 23(3).",1.0
Article 24(2),REFERS_TO,Article 79,Article 79(1),"risk AI system presents a risk within the meaning of Article 79(1), the distributor shall inform the provider or the imp",1.0
Article 24(4),REFERS_TO,Article 79,Article 79(1),"risk AI system presents a risk within the meaning of Article 79(1), the distributor shall immediately inform the provide",1.0
Article 25(1),REFERS_TO,Article 16,Article 16,"ll be subject to the obligations of the provider under Article 16, in any of the following circumstances: (a) they put t",1.0
Article 25(1),REFERS_TO,Article 6,Article 6,"way that it remains a high-risk AI system pursuant to Article 6; (c) they modify the intended purpose of an AI system,",1.0
Article 25(3),REFERS_TO,ANNEX I,Annex I,"Union harmonisation legislation listed in Section A of Annex I, the product manufacturer shall be considered to be the",1.0
Article 25(3),REFERS_TO,Article 16,Article 16,"system, and shall be subject to the obligations under Article 16 under either of the following circumstances: (a) the h",1.0
Article 26(5),REFERS_TO,Article 72,Article 72,"d, where relevant, inform providers in accordance with Article 72. Where deployers have reason to consider that the use",1.0
Article 26(5),REFERS_TO,Article 79,Article 79(1),"at AI system presenting a risk within the meaning of Article 79(1), they shall, without undue delay, inform the provider",1.0
Article 26(5),REFERS_TO,Article 73,Article 73,"nt. If the deployer is not able to reach the provider, Article 73 shall apply mutatis mutandis. This obligation shall no",1.0
Article 26(8),REFERS_TO,Article 49,Article 49,omply with the registration obligations referred to in Article 49. When such deployers find that the high-risk AI system,1.0
Article 26(8),REFERS_TO,Article 71,Article 71,"not been registered in the EU database referred to in Article 71, they shall not use that system and shall inform the p",1.0
Article 26(9),REFERS_TO,Article 13,Article 13,sk AI systems shall use the information provided under Article 13 of this Regulation to comply with their obligation to,1.0
Article 26(9),REFERS_TO,Article 35,Article 35,to carry out a data protection impact assessment under Article 35 of Regulation (EU) 2016/679 or Article 27 of Directive,1.0
Article 26(9),REFERS_TO,Article 27,Article 27,data protection impact assessment under Article 35 of Regulation (EU) 2016/679 or Article 27 of Directive (EU) 2016/680.,1.0
Article 26(10),REFERS_TO,Article 9,Article 9,cation systems. This paragraph is without prejudice to Article 9 of Regulation (EU) 2016/679 and Article 10 of Directive,1.0
Article 26(10),REFERS_TO,Article 10,Article 10,prejudice to Article 9 of Regulation (EU) 2016/679 and Article 10 of Directive (EU) 2016/680 for the processing of biome,1.0
Article 26(11),REFERS_TO,Article 50,Article 50,"Without prejudice to Article 50 of this Regulation, deployers of high-risk AI systems referred to in Annex III that make",1.0
Article 26(11),REFERS_TO,ANNEX III,Annex III,"tion, deployers of high-risk AI systems referred to in Annex III that make decisions or assist in making decisions relat",1.0
Article 26(11),REFERS_TO,Article 13,Article 13,AI system. For high-risk AI systems used for law enforcement purposes Article 13 of Directive (EU) 2016/680 shall apply.,1.0
Article 27(1),REFERS_TO,Article 6,Article 6(2),"ior to deploying a high-risk AI system referred to in Article 6(2), with the exception of high-risk AI systems intended",1.0
Article 27(1),REFERS_TO,ANNEX III,Annex III,"s intended to be used in the area listed in point 2 of Annex III, deployers that are bodies governed by public law, or a",1.0
Article 27(1),REFERS_TO,Article 13,Article 13,ount the information given by the provider pursuant to Article 13; (e) a description of the implementation of human over,1.0
Article 27(3),REFERS_TO,Article 46,Article 46(1),"part of the notification. In the case referred to in Article 46(1), deployers may be exempt from that obligation to noti",1.0
Article 27(4),REFERS_TO,Article 35,Article 35,ata protection impact assessment conducted pursuant to Article 35 of Regulation (EU) 2016/679 or Article 27 of Directive,1.0
Article 27(4),REFERS_TO,Article 27,Article 27,"pursuant to Article 35 of Regulation (EU) 2016/679 or Article 27 of Directive (EU) 2016/680, the fundamental rights imp",1.0
Article 28(6),REFERS_TO,Article 78,Article 78,"ying authorities shall safeguard the confidentiality of the information that they obtain, in accordance with Article 78.",1.0
Article 29(2),REFERS_TO,Article 31,Article 31,assessment body fulfils the requirements laid down in Article 31. Any valid document related to existing designations o,1.0
Article 29(3),REFERS_TO,Article 31,Article 31,"or the verification, recognition and regular monitoring of its compliance with the requirements laid down in Article 31.",1.0
Article 29(4),REFERS_TO,Article 31,Article 31,sible for notified bodies to monitor and verify continuous compliance with all the requirements laid down in Article 31.,1.0
Article 30(1),REFERS_TO,Article 31,Article 31,authorities may notify only conformity assessment bodies which have satisfied the requirements laid down in Article 31.,1.0
Article 30(3),REFERS_TO,Article 29,Article 29(2),"ed on an accreditation certificate as referred to in Article 29(2), the notifying authority shall provide the Commission",1.0
Article 30(3),REFERS_TO,Article 31,Article 31,ensure that that body will be monitored regularly and will continue to satisfy the requirements laid down in Article 31.,1.0
Article 30(4),REFERS_TO,Article 29,Article 29(2),"includes an accreditation certificate referred to in Article 29(2), or within two months of a notification by the notify",1.0
Article 31(7),REFERS_TO,Article 78,Article 78,"sonnel of external bodies maintain, in accordance with Article 78, the confidentiality of the information which comes in",1.0
Article 31(12),REFERS_TO,Article 38,Article 38,"rticipate in coordination activities as referred to in Article 38. They shall also take part directly, or be represented",1.0
Article 32,REFERS_TO,Article 31,Article 31,be presumed to comply with the requirements set out in Article 31 in so far as the applicable harmonised standards cover,1.0
Article 33(1),REFERS_TO,Article 31,Article 31,"or the subsidiary meets the requirements laid down in Article 31, and shall inform the notifying authority accordingly.",1.0
Article 34(1),REFERS_TO,Article 43,Article 43,fy the conformity of high-risk AI systems in accordance with the conformity assessment procedures set out in Article 43.,1.0
Article 34(3),REFERS_TO,Article 28,Article 28,"cumentation, to the notifying authority referred to in Article 28 to allow that authority to conduct its assessment, des",1.0
Article 36(1),REFERS_TO,Article 30,Article 30(2),levant changes to the notification of a notified body via the electronic notification tool referred to in Article 30(2).,1.0
Article 36(4),REFERS_TO,Article 31,Article 31,"ied body no longer meets the requirements laid down in Article 31, or that it is failing to fulfil its obligations, the",1.0
Article 37(1),REFERS_TO,Article 31,Article 31,tinued fulfilment by a notified body of the requirements laid down in Article 31 and of its applicable responsibilities.,1.0
Article 37(3),REFERS_TO,Article 78,Article 78,ed in the course of its investigations pursuant to this Article is treated confidentially in accordance with Article 78.,1.0
Article 37(4),REFERS_TO,Article 98,Article 98(2),ation. That implementing act shall be adopted in accordance with the examination procedure referred to in Article 98(2).,1.0
Article 39,REFERS_TO,Article 31,Article 31,provided that they meet the requirements laid down in Article 31 or they ensure an equivalent level of compliance. SECT,1.0
Article 40(2),REFERS_TO,Article 10,Article 10,"In accordance with Article 10 of Regulation (EU) No 1025/2012, the Commission shall issue, without undue delay, standard",1.0
Article 40(2),REFERS_TO,ANNEX I,Annex I,"the existing Union harmonisation legislation listed in Annex I, and aiming to ensure that high-risk AI systems or gener",1.0
Article 40(2),REFERS_TO,Article 24,Article 24,n the first and the second subparagraph of this paragraph in accordance with Article 24 of Regulation (EU) No 1025/2012.,1.0
Article 40(3),REFERS_TO,Article 5,"Articles 5, 6, and 7","tive participation of all relevant stakeholders in accordance with Articles 5, 6, and 7 of Regulation (EU) No 1025/2012.",1.0
Article 40(3),REFERS_TO,Article 6,"Articles 5, 6, and 7","tive participation of all relevant stakeholders in accordance with Articles 5, 6, and 7 of Regulation (EU) No 1025/2012.",1.0
Article 40(3),REFERS_TO,Article 7,"Articles 5, 6, and 7","tive participation of all relevant stakeholders in accordance with Articles 5, 6, and 7 of Regulation (EU) No 1025/2012.",1.0
Article 41(1),REFERS_TO,Article 10,Article 10(1),"illed: (a) the Commission has requested, pursuant to Article 10(1) of Regulation (EU) No 1025/2012, one or more European",1.0
Article 41(1),REFERS_TO,Article 67,Article 67,ission shall consult the advisory forum referred to in Article 67. The implementing acts referred to in the first subpar,1.0
Article 41(1),REFERS_TO,Article 98,Article 98(2),bparagraph of this paragraph shall be adopted in accordance with the examination procedure referred to in Article 98(2).,1.0
Article 41(2),REFERS_TO,Article 22,Article 22,e Commission shall inform the committee referred to in Article 22 of Regulation (EU) No 1025/2012 that it considers the,1.0
Article 42(1),REFERS_TO,Article 10,Article 10(4),hich they are intended to be used shall be presumed to comply with the relevant requirements laid down in Article 10(4).,1.0
Article 42(2),REFERS_TO,Article 15,Article 15,comply with the cybersecurity requirements set out in Article 15 of this Regulation in so far as the cybersecurity cert,1.0
Article 43(1),REFERS_TO,ANNEX III,Annex III,"For high-risk AI systems listed in point 1 of Annex III, where, in demonstrating the compliance of a high-risk AI system",1.0
Article 43(1),REFERS_TO,Article 40,Article 40,"ovider has applied harmonised standards referred to in Article 40, or, where applicable, common specifications referred",1.0
Article 43(1),REFERS_TO,Article 41,Article 41,"where applicable, common specifications referred to in Article 41, the provider shall opt for one of the following confo",1.0
Article 43(1),REFERS_TO,ANNEX VI,Annex VI,dures based on: (a) the internal control referred to in Annex VI; or (b) the assessment of the quality management system,1.0
Article 43(1),REFERS_TO,ANNEX VII,Annex VII,"ith the involvement of a notified body, referred to in Annex VII. In demonstrating the compliance of a high-risk AI syst",1.0
Article 43(1),REFERS_TO,Article 74,Article 74(8),"ies, the market surveillance authority referred to in Article 74(8) or (9), as applicable, shall act as a notified body.",1.0
Article 43(2),REFERS_TO,ANNEX III,Annex III,"r high-risk AI systems referred to in points 2 to 8 of Annex III, providers shall follow the conformity assessment proce",1.0
Article 43(2),REFERS_TO,ANNEX VI,Annex VI,"t procedure based on internal control as referred to in Annex VI, which does not provide for the involvement of a notifi",1.0
Article 43(3),REFERS_TO,ANNEX I,Annex I,"Union harmonisation legislation listed in Section A of Annex I, the provider shall follow the relevant conformity asses",1.0
Article 43(3),REFERS_TO,ANNEX VII,Annex VII,"3., 4.4., 4.5. and the fifth paragraph of point 4.6 of Annex VII shall also apply. For the purposes of that assessment,",1.0
Article 43(3),REFERS_TO,Article 31,Article 31(4),"those notified bodies with requirements laid down in Article 31(4), (5), (10) and (11) has been assessed in the context",1.0
Article 43(3),REFERS_TO,Article 41,Article 41,"where applicable, common specifications referred to in Article 41, covering all requirements set out in Section 2 of thi",1.0
Article 43(4),REFERS_TO,ANNEX IV,Annex IV,"d in the technical documentation referred to in point 2(f) of Annex IV, shall not constitute a substantial modification.",1.0
Article 43(5),REFERS_TO,Article 97,Article 97,s empowered to adopt delegated acts in accordance with Article 97 in order to amend Annexes VI and VII by updating them,1.0
Article 43(6),REFERS_TO,Article 97,Article 97,s empowered to adopt delegated acts in accordance with Article 97 in order to amend paragraphs 1 and 2 of this Article i,1.0
Article 43(6),REFERS_TO,ANNEX III,Annex III,t high-risk AI systems referred to in points 2 to 8 of Annex III to the conformity assessment procedure referred to in A,1.0
Article 43(6),REFERS_TO,ANNEX VII,Annex VII,to the conformity assessment procedure referred to in Annex VII or parts thereof. The Commission shall adopt such deleg,1.0
Article 43(6),REFERS_TO,ANNEX VI,Annex VI,ment procedure based on internal control referred to in Annex VI in preventing or minimising the risks to health and saf,1.0
Article 44(1),REFERS_TO,ANNEX VII,Annex VII,tificates issued by notified bodies in accordance with Annex VII shall be drawn-up in a language which can be easily und,1.0
Article 44(2),REFERS_TO,ANNEX I,Annex I,"h shall not exceed five years for AI systems covered by Annex I, and four years for AI systems covered by Annex III. At",1.0
Article 44(2),REFERS_TO,ANNEX III,Annex III,"d by Annex I, and four years for AI systems covered by Annex III. At the request of the provider, the validity of a cert",1.0
Article 45(1),REFERS_TO,ANNEX VII,Annex VII,"pprovals issued in accordance with the requirements of Annex VII; (b) any refusal, restriction, suspension or withdrawal",1.0
Article 45(4),REFERS_TO,Article 78,Article 78,"Notified bodies shall safeguard the confidentiality of the information that they obtain, in accordance with Article 78.",1.0
Article 46(1),REFERS_TO,Article 43,Article 43,"By way of derogation from Article 43 and upon a duly justified request, any market surveillance authority may authorise",1.0
Article 46(7),REFERS_TO,ANNEX I,Annex I,"Union harmonisation legislation listed in Section A of Annex I, only the derogations from the conformity assessment est",1.0
Article 47(2),REFERS_TO,ANNEX V,Annex V,"of conformity shall contain the information set out in Annex V, and shall be translated into a language that can be eas",1.0
Article 47(5),REFERS_TO,Article 97,Article 97,s empowered to adopt delegated acts in accordance with Article 97 in order to amend Annex V by updating the content of t,1.0
Article 47(5),REFERS_TO,ANNEX V,Annex V,ed acts in accordance with Article 97 in order to amend Annex V by updating the content of the EU declaration of conform,1.0
Article 48(1),REFERS_TO,Article 30,Article 30,The CE marking shall be subject to the general principles set out in Article 30 of Regulation (EC) No 765/2008.,1.0
Article 48(4),REFERS_TO,Article 43,Article 43,le for the conformity assessment procedures set out in Article 43. The identification number of the notified body shall,1.0
Article 49,REFERS_TO,Article 49,Article 49(1),providers of high-risk AI systems in accordance with Article 49(1) The following information shall be provided and there,1.0
Article 49(1),REFERS_TO,ANNEX III,Annex III,"r putting into service a high-risk AI system listed in Annex III, with the exception of high-risk AI systems referred to",1.0
